epoch,accuracy,loss,val_accuracy,val_loss
0,0.999638020992279,0.0009705433622002602,0.9202725291252136,1.781113862991333
1,0.9996733665466309,0.0009786264272406697,0.9328519105911255,1.2170131206512451
2,0.9997262954711914,0.0007403632043860853,0.9245238900184631,1.5956562757492065
3,0.9995850324630737,0.001456016325391829,0.9044318795204163,1.3558703660964966
4,0.9997439980506897,0.0006739438977092505,0.9309300780296326,1.3517175912857056
5,0.9997528195381165,0.0007230624905787408,0.9287170171737671,1.4317734241485596
6,0.9996821880340576,0.0008306046365760267,0.9399569034576416,1.174936056137085
7,0.9997174739837646,0.0010304534807801247,0.9121775031089783,1.2515305280685425
8,0.9996733665466309,0.0007995227351784706,0.9258633852005005,1.5146852731704712
9,0.9996821880340576,0.0008599546854384243,0.8966280221939087,1.8461767435073853
10,0.9996291995048523,0.0010210996260866523,0.9235920906066895,1.493444800376892
11,0.999576210975647,0.0014984456356614828,0.9323277473449707,1.1407302618026733
12,0.9997086524963379,0.000623066327534616,0.9138081669807434,2.7750649452209473
13,0.9995321035385132,0.0013600628590211272,0.9115951061248779,2.000037431716919
14,0.9996910095214844,0.0009013317176140845,0.9096150398254395,2.215329647064209
15,0.9996556639671326,0.0009418926201760769,0.9191660284996033,1.645269513130188
16,0.9997086524963379,0.0008561129798181355,0.9106050729751587,2.984499931335449
17,0.9995850324630737,0.0013663052814081311,0.9223108887672424,2.1503641605377197
18,0.9996645450592041,0.001041623530909419,0.9308136105537415,1.5179604291915894
19,0.9996556639671326,0.001784594147466123,0.8880670666694641,2.0862112045288086
20,0.9997174739837646,0.0005986550240777433,0.9185253977775574,2.072415828704834
21,0.999638020992279,0.0011431645834818482,0.9171859622001648,1.6486749649047852
22,0.9996910095214844,0.0010522911325097084,0.901927649974823,1.376624345779419
23,0.9996733665466309,0.000720596348401159,0.8952885866165161,1.8156424760818481
24,0.9996910095214844,0.000841445114929229,0.9071690440177917,1.5951526165008545
25,0.9996645450592041,0.0007797142607159913,0.90268474817276,1.6769195795059204
26,0.9996998310089111,0.0010514039313420653,0.9185253977775574,1.816315770149231
27,0.9996998310089111,0.0007859143079258502,0.9210296273231506,1.8445543050765991
