epoch,accuracy,loss,val_accuracy,val_loss
49,0.9988227486610413,0.002898342441767454,0.8984503746032715,1.652509093284607
50,0.9986075758934021,0.0033805069979280233,0.8944114446640015,1.8848345279693604
51,0.9988987445831299,0.002930805552750826,0.8871579170227051,2.204829692840576
52,0.9987088441848755,0.0034432820975780487,0.8850148320198059,2.431415319442749
53,0.9986582398414612,0.004178802017122507,0.8993570804595947,1.8349260091781616
54,0.9987847805023193,0.0030952123925089836,0.887982189655304,2.4476475715637207
55,0.9986202120780945,0.0031004881020635366,0.8875700831413269,1.8817301988601685
56,0.9988101124763489,0.003113760147243738,0.8907022476196289,1.7295947074890137
57,0.9986202120780945,0.004655205644667149,0.8911144137382507,1.99947988986969
58,0.9985569715499878,0.0035542959813028574,0.8875700831413269,2.0241539478302
59,0.9984936714172363,0.0034721207339316607,0.8925156593322754,1.8786113262176514
60,0.9988227486610413,0.002668826375156641,0.8974612355232239,1.756109356880188
61,0.9988734126091003,0.002763182856142521,0.8932574987411499,2.3011631965637207
62,0.9988607168197632,0.00287826731801033,0.8890537619590759,2.2693214416503906
63,0.9988101124763489,0.003178289392963052,0.8863336443901062,2.321768045425415
64,0.9987468123435974,0.0033862742129713297,0.8888888955116272,2.6545751094818115
65,0.9987088441848755,0.002841079141944647,0.8861688375473022,2.6285924911499023
66,0.9989113807678223,0.003103356808423996,0.8923507928848267,2.524482011795044
67,0.9988354444503784,0.0034730155020952225,0.8932574987411499,2.379703998565674
68,0.9988227486610413,0.003274910617619753,0.8889713287353516,3.1887245178222656
69,0.9988227486610413,0.0028709075413644314,0.8869106769561768,2.79240083694458
70,0.9989619851112366,0.0029955203644931316,0.890537440776825,2.2742385864257812
71,0.9988734126091003,0.0027857450768351555,0.8846851587295532,2.6043968200683594
72,0.9986962080001831,0.003965039737522602,0.8776788711547852,2.6290512084960938
73,0.9988101124763489,0.0029548860620707273,0.8830366134643555,2.4617364406585693
74,0.9989619851112366,0.0026911806780844927,0.8876525163650513,2.1298165321350098
75,0.998683512210846,0.0037354540545493364,0.8901252746582031,2.564176559448242
76,0.9990506172180176,0.002605605171993375,0.8876525163650513,2.3243985176086426
77,0.9988734126091003,0.002838390413671732,0.8898780345916748,2.378506660461426
78,0.9988227486610413,0.002845096169039607,0.8808110952377319,2.3416483402252197
79,0.9988101124763489,0.0031647677533328533,0.8914440870285034,2.3555374145507812
80,0.9988607168197632,0.0026989371981471777,0.8866633772850037,2.2191498279571533
81,0.9989113807678223,0.0027383759152144194,0.890537440776825,2.065248966217041
82,0.9986962080001831,0.0030931236688047647,0.8897131681442261,1.9357413053512573
83,0.9988480806350708,0.0029251978266984224,0.886745810508728,1.9081860780715942
84,0.9989240169525146,0.003435293212532997,0.8843554258346558,2.7559757232666016
85,0.9988734126091003,0.003277519252151251,0.8840256929397583,2.6009442806243896
86,0.9989619851112366,0.0027547297067940235,0.8857566714286804,2.534390449523926
87,0.9988734126091003,0.00283941812813282,0.8869930505752563,2.7875707149505615
88,0.9988987445831299,0.0031033875420689583,0.8913617134094238,2.63970685005188
89,0.9990379810333252,0.00250374642200768,0.8911144137382507,2.696737051010132
90,0.9988480806350708,0.0029457216151058674,0.8921859264373779,2.25420880317688
91,0.9989873170852661,0.002691304311156273,0.8869930505752563,2.684741735458374
92,0.9989619851112366,0.003008944448083639,0.895153284072876,1.9073258638381958
93,0.9988860487937927,0.002946865977719426,0.8862512111663818,2.8038439750671387
94,0.9989113807678223,0.0028121299110352993,0.8917738199234009,2.7007110118865967
95,0.9989493489265442,0.0024671743158251047,0.8864160776138306,3.381038188934326
96,0.9986202120780945,0.004215671680867672,0.8966370224952698,2.77184796333313
97,0.9989493489265442,0.002334716496989131,0.8984503746032715,2.72948956489563
98,0.9987088441848755,0.0032348991371691227,0.8911968469619751,2.5539073944091797
99,0.9988734126091003,0.003174365032464266,0.8899604082107544,2.5644195079803467
