epoch,accuracy,loss,val_accuracy,val_loss
0,0.9984865188598633,0.008584161289036274,0.9931479096412659,0.08932569622993469
1,0.9992284178733826,0.0034666198771446943,0.9931479096412659,0.11038175225257874
2,0.9993471503257751,0.0030063106678426266,0.9928410649299622,0.15027406811714172
3,0.999465823173523,0.0023976012598723173,0.9928410649299622,0.16356462240219116
4,0.9994212985038757,0.002200651913881302,0.9931479096412659,0.1637200266122818
5,0.999480664730072,0.0023601201828569174,0.9931479096412659,0.1773545742034912
6,0.9995103478431702,0.0019313308876007795,0.9929433465003967,0.2123587280511856
7,0.9994955062866211,0.0018900182330980897,0.9929433465003967,0.18127211928367615
8,0.999465823173523,0.0020010534208267927,0.9930456280708313,0.18910448253154755
9,0.9995103478431702,0.0018788777524605393,0.9930456280708313,0.23960617184638977
10,0.9995103478431702,0.0018087306525558233,0.9929433465003967,0.1670670360326767
11,0.999643862247467,0.0015262276865541935,0.9929433465003967,0.25849246978759766
12,0.9995993971824646,0.0017450941959396005,0.9930456280708313,0.17816360294818878
13,0.9995400309562683,0.0018123561749234796,0.9929433465003967,0.2704930603504181
14,0.9996142387390137,0.0013143924297764897,0.9929433465003967,0.22291824221611023
15,0.9995993971824646,0.0014504814753308892,0.9929433465003967,0.22233091294765472
16,0.9996735453605652,0.0015015118988230824,0.9927387833595276,0.2894558608531952
17,0.9996142387390137,0.001385427312925458,0.9925342798233032,0.30903223156929016
18,0.9996142387390137,0.0013280136045068502,0.9929433465003967,0.2766423523426056
19,0.999643862247467,0.0013631071196869016,0.992636501789093,0.2649083137512207
20,0.9995993971824646,0.0015108627267181873,0.9930456280708313,0.22592687606811523
21,0.9997032284736633,0.0013757324777543545,0.9924319982528687,0.31285756826400757
22,0.9996883869171143,0.0013271210482344031,0.9929433465003967,0.23664774000644684
23,0.9996142387390137,0.0013815474230796099,0.9924319982528687,0.2266293466091156
24,0.9997180700302124,0.0012987640220671892,0.9924319982528687,0.17843665182590485
25,0.999643862247467,0.0014329591067507863,0.9925342798233032,0.2813470959663391
26,0.999643862247467,0.0014754995936527848,0.9925342798233032,0.21268239617347717
27,0.9997329115867615,0.001243280479684472,0.9925342798233032,0.29795941710472107
28,0.9997774362564087,0.0009889898356050253,0.9928410649299622,0.21834808588027954
29,0.9996883869171143,0.0011635870905593038,0.9929433465003967,0.21718311309814453
30,0.9997032284736633,0.0012997997691854835,0.9925342798233032,0.2214863896369934
31,0.9997180700302124,0.001185912056826055,0.992636501789093,0.24231009185314178
32,0.9996735453605652,0.0012716228375211358,0.9924319982528687,0.19917656481266022
33,0.9996883869171143,0.0011335364542901516,0.9925342798233032,0.2663547396659851
34,0.9997180700302124,0.001174282981082797,0.9931479096412659,0.32712310552597046
35,0.9997180700302124,0.0012433058582246304,0.9923297166824341,0.28436657786369324
36,0.999643862247467,0.0015228560660034418,0.9929433465003967,0.29427197575569153
37,0.9995845556259155,0.0017226873897016048,0.9923297166824341,0.24861501157283783
38,0.9996883869171143,0.0012685182737186551,0.9925342798233032,0.2589055597782135
39,0.9997032284736633,0.0011942936107516289,0.9923297166824341,0.24607275426387787
40,0.9997329115867615,0.001082065631635487,0.9930456280708313,0.38597986102104187
41,0.9996735453605652,0.0012438733829185367,0.9930456280708313,0.3716060519218445
42,0.9996883869171143,0.0010461017955094576,0.9928410649299622,0.27957406640052795
43,0.9997477531433105,0.0011511859484016895,0.9922274351119995,0.2828177511692047
